ID de la playlist,ID des chaînes,Date et heure de création,Date et heure de mise à jour,Titre,Description,Visibilité
PLy0L-A3Ggd6uXCKeS6lxN_FdJhCZtr1BC,UCRdDMa9ryNyZhMIxQPhR1tA,2016-07-29 19:53:56 UTC,2021-09-25 17:32:56 UTC,Watch later,,Personnel

ID vidéo,Date et heure d'ajout
dWl7vpJEi-M,2020-01-09 22:31:38 UTC
XGvdDScgyQQ,2020-01-09 17:42:00 UTC
x1T-VTFiUwc,2020-01-09 17:20:00 UTC
AcZu_NPH8q0,2020-01-09 09:58:16 UTC
ImhURyeFwj0,2020-01-08 22:33:01 UTC
iKhQYYSqhgc,2020-01-07 01:31:14 UTC
k6hB4ewoQyc,2020-01-05 14:06:58 UTC
28RLTQU-_TM,2020-01-05 01:49:52 UTC
UguJvG9TTXE,2020-01-04 01:29:20 UTC
YEdHkVF5H2c,2020-01-02 16:41:31 UTC
ePoxmPMwJNQ,2020-01-02 16:40:45 UTC
HHVdVJPsWyM,2020-01-02 15:40:45 UTC
fEiX_69tu2I,2020-01-02 15:24:16 UTC
4CdNOMKUvRo,2020-01-02 15:09:54 UTC
vjbDGBHf8mI,2020-01-01 22:37:48 UTC
-2pffpPl1lQ,2019-12-31 18:57:13 UTC
7I4Jx51vS64,2019-12-29 23:15:21 UTC
ZNIGr4CD_Gg,2019-12-28 18:11:27 UTC
nw7sRmD-ViY,2019-12-25 11:47:37 UTC
8LcTzVfa6d8,2019-12-25 01:05:20 UTC
OuQlcp9IX68,2019-12-25 00:06:42 UTC
fcJ8QmogoXY,2019-12-21 22:33:00 UTC
TnFSBN0sMBY,2019-12-21 06:49:54 UTC
Q73WNs8rjF0,2019-12-21 06:04:31 UTC
WW83bvd-gc0,2019-12-21 05:43:51 UTC
5YA3lFz9qWs,2019-12-20 21:49:02 UTC
y2ElPGBm9Bo,2019-12-20 21:10:21 UTC
6Po_9Qvpoj4,2019-12-20 20:14:25 UTC
GiPeFjCYkxY,2019-12-20 19:19:32 UTC
j18Kq7MEKgQ,2019-12-20 17:57:20 UTC
167cGO3az00,2019-12-20 17:56:08 UTC
N3l7gRH-5X4,2019-12-20 12:48:17 UTC
I-wvqVVGRDU,2019-12-20 11:35:38 UTC
rHuAfBDqsj0,2019-12-20 11:35:12 UTC
Ij5LecFWgAo,2019-12-20 11:04:07 UTC
ONt9p6GKaFQ,2019-12-20 11:03:50 UTC
1mFonZz08Ck,2019-12-20 11:01:40 UTC
UFcQv946tuY,2019-12-20 10:53:57 UTC
7yS7M4ZfPl8,2019-12-20 07:54:41 UTC
jvzeZCZluJ0,2019-12-19 20:06:02 UTC
mzMNaUcnt9g,2019-12-19 11:17:26 UTC
9QU-CG-AN2c,2019-12-19 09:14:56 UTC
6j70s8eQq_I,2019-12-18 20:03:13 UTC
WAjb-w6lBEA,2019-12-18 16:44:54 UTC
N6jF1dxN6eQ,2019-12-17 21:46:01 UTC
6OOU14cQ0Gg,2019-12-17 21:45:48 UTC
RNentzx_yh4,2019-12-17 09:21:31 UTC
qLYbgLNEDh4,2019-12-17 09:21:29 UTC
2sFrG02xpAw,2019-12-17 00:50:54 UTC
tTsBn36yPrg,2019-12-16 15:50:51 UTC
YDGNmqa8hO8,2019-12-16 15:49:15 UTC
axqrHbLGW6g,2019-12-16 12:02:18 UTC
3YKgu3nMqUs,2019-12-16 12:02:13 UTC
zdukWtJwlPU,2019-12-16 11:57:29 UTC
qFO9p1uN8Qs,2019-12-15 17:50:14 UTC
PEfkRnhZWLE,2019-12-15 17:31:28 UTC
Arpbvbye2ig,2019-12-14 23:00:40 UTC
UCrtbHqjQ80,2019-12-14 09:04:07 UTC
E_7EhU5Y59M,2019-12-13 19:25:10 UTC
i0biqMZrxJ0,2019-12-13 11:51:03 UTC
og77pfVFJTs,2019-12-13 11:50:41 UTC
tePsUtpqtK8,2019-12-12 19:10:58 UTC
UQCLR2yLSio,2019-12-12 18:36:43 UTC
k-ws6VRYEDw,2019-12-07 16:54:04 UTC
sttm8Q9rOdQ,2019-12-06 13:00:42 UTC
rHXsvHaSzJA,2019-12-06 12:32:15 UTC
3seL8aiLjuE,2019-12-06 12:05:26 UTC
ibOPCU2adkE,2019-12-05 19:52:24 UTC
Zkd4clX8RZc,2019-12-04 06:07:48 UTC
H5wi-c0v2wk,2019-12-04 06:06:16 UTC
CTk7STZuzU8,2019-12-04 06:05:12 UTC
RxAtuMu_ph4,2019-12-04 06:04:52 UTC
vmNgWrAMtYM,2019-12-04 06:04:02 UTC
ebfb7P3SBOo,2019-12-03 20:14:33 UTC
FuhIm37mjn4,2019-12-02 07:44:07 UTC
lN6ygnYvnPg,2019-12-01 20:13:30 UTC
h6nl9dceWx4,2019-12-01 16:04:55 UTC
MMYsEJ-vZaQ,2019-11-29 16:36:38 UTC
Po1tE8-ZrPk,2019-11-29 16:36:22 UTC
FkBWzQpdEZ4,2019-11-29 16:35:30 UTC
XTz5HWiLkIE,2019-11-28 19:21:00 UTC
FzDdL7_7e0w,2019-11-28 18:48:12 UTC
ctWDAdQ81B8,2019-11-28 14:01:07 UTC
PcQCpJYURlM,2019-11-28 14:01:03 UTC
3B_TQrcgSDo,2019-11-27 18:55:18 UTC
pG_7qwnVqyE,2019-11-27 18:30:43 UTC
20oLjUQ-cX4,2019-11-27 18:05:39 UTC
vT-R4-nhguo,2019-11-24 17:35:17 UTC
WU9ks_8S6nU,2019-11-24 12:30:17 UTC
8-Xr5nixM_o,2019-11-22 18:51:31 UTC
oTZ84U-K_5k,2019-11-22 11:10:13 UTC
VACC99y3Ztg,2019-11-21 14:20:03 UTC
uSywmTdZNW4,2019-11-19 08:27:22 UTC
34RQOLdAqik,2019-11-16 09:59:54 UTC
W3as7hmUfmM,2019-11-15 18:47:28 UTC
CYfQu1yO0vk,2019-11-14 06:59:37 UTC
FEkYd1qF5Ko,2019-11-13 16:58:37 UTC
szby7ZHLnkA,2019-11-13 09:07:32 UTC
8fT-l0YYLHI,2019-11-10 09:27:17 UTC
i_1QjY-4Y-s,2019-11-10 02:06:46 UTC
RC7EGuYpNns,2019-11-09 18:56:15 UTC
j7Pj_5Qqjkc,2019-11-09 06:38:30 UTC
DTGOYTlnCfc,2019-11-09 06:38:11 UTC
D66gmJJlTKo,2019-11-09 06:37:06 UTC
xrgrBJc-64c,2019-11-09 06:36:39 UTC
e9oPZj5lfMk,2019-11-09 06:36:23 UTC
ZbIC-bJC85Y,2019-11-09 06:36:19 UTC
VkDEUeqQUXY,2019-11-09 06:33:50 UTC
o1MIhHdDUQk,2019-11-08 20:32:26 UTC
k-bz2uY_Q8U,2019-11-07 23:32:04 UTC
WJcCjTLg2AM,2019-11-07 06:11:27 UTC
sGQ1AaPgPms,2019-11-06 16:52:44 UTC
KFJ7SqQULeI,2019-11-06 16:52:35 UTC
WpeFfjSEGUo,2019-11-05 19:26:48 UTC
qCls0sGgPc8,2019-11-05 19:25:49 UTC
P5yievNOA4U,2019-11-05 11:13:12 UTC
Jz6nPSZmd14,2019-11-05 10:28:01 UTC
sG5DgRI58vI,2019-11-05 10:27:49 UTC
uAh06NTO_Zw,2019-11-01 21:57:05 UTC
SIxPeFqtNXw,2019-11-01 16:50:34 UTC
Dhs8_ZlnYw8,2019-10-30 18:37:26 UTC
tSGGl9G5Jnw,2019-10-26 16:06:05 UTC
aM8vStdOaB0,2019-10-25 13:54:10 UTC
 -X7X_3M32q8,2019-10-25 12:15:04 UTC
RUxE1TqyT3Y,2019-10-24 21:33:41 UTC
WyYV4ET0bEk,2019-10-24 21:25:53 UTC
lbHSosl5LCo,2019-10-24 17:39:33 UTC
 -ZNEzzDcllU,2019-10-24 06:07:39 UTC
wm5E5BLIAik,2019-10-23 10:44:03 UTC
mLL5VKQ90kc,2019-10-23 10:41:38 UTC
E9rizcIquvo,2019-10-22 10:29:36 UTC
47DvD05Qdy8,2019-10-19 13:35:47 UTC
8pD7MXQfdqU,2019-10-18 17:29:37 UTC
9XXMtYVVunU,2019-10-18 15:57:00 UTC
4yGoMA_ZXIw,2019-10-17 15:22:18 UTC
 -IafWtxX5GQ,2019-10-16 19:56:55 UTC
71yKgWNG3dY,2019-10-16 11:57:49 UTC
Qx8G69h3j3I,2019-10-16 11:57:08 UTC
Gapw2IPRDLU,2019-10-16 11:52:44 UTC
h6uBB8nDenU,2019-10-16 11:51:10 UTC
xvyHCA0c-Fo,2019-10-16 11:46:13 UTC
6s29CU5j7OA,2019-10-16 09:31:06 UTC
sKJ4i7p-o-4,2019-10-16 09:31:02 UTC
qwNRqVyKXQo,2019-10-15 10:02:00 UTC
Hha4_4LtodU,2019-10-13 21:46:41 UTC
wvJc9CZcvBc,2019-10-13 08:47:54 UTC
xuPnlnfVeMA,2019-10-12 17:35:50 UTC
aE-6M7IbNSI,2019-10-12 17:34:57 UTC
onnrS067FOA,2019-10-12 17:34:47 UTC
COKCTyi7R90,2019-10-12 17:33:56 UTC
4LoNhxzmm1c,2019-10-11 13:10:29 UTC
Lw-HyPmQn4E,2019-10-10 20:06:34 UTC
Lj4Od9D4puc,2019-10-10 14:20:42 UTC
h1Ii36VhWoU,2019-10-10 10:14:32 UTC
Kp1pUImNaz0,2019-10-10 05:20:20 UTC
dpoyS0PFZc4,2019-10-10 05:20:14 UTC
uPxni4t7rtM,2019-10-09 19:45:01 UTC
8rm71CABnlA,2019-10-09 18:59:05 UTC
k-KgHGtTXrE,2019-10-09 17:08:46 UTC
7LL81OmxzAg,2019-10-09 17:08:41 UTC
mobfUwcIc-s,2019-10-09 17:08:35 UTC
5GxsOjBXJo8,2019-10-09 17:07:55 UTC
X59_-ol8H88,2019-10-09 16:29:07 UTC
5eFGdlG5Vx8,2019-10-08 21:36:34 UTC
tJAZ35-EO1s,2019-10-08 18:41:49 UTC
HwngqOuKAlk,2019-10-08 06:16:04 UTC
FSdMBN3Ul-8,2019-10-05 03:26:05 UTC
SUqAnkgvhpc,2019-10-05 03:25:46 UTC
d_YeOx_t0BQ,2019-10-05 03:22:07 UTC
qwHOfoVRFRc,2019-10-04 20:31:17 UTC
rpubWjOssyc,2019-10-04 19:01:57 UTC
_hlkNQL5Ecg,2019-10-04 19:01:32 UTC
EjXuM6KsBUE,2019-10-04 19:01:20 UTC
_DsbxpL6ZhE,2019-10-04 19:01:16 UTC
TSYUEibKNnI,2019-10-04 18:33:39 UTC
Rvhrk4zjjZw,2019-10-04 15:39:13 UTC
T7YcB_v_Q6Y,2019-10-04 15:38:58 UTC
PrQMzbtH7mw,2019-10-04 15:38:49 UTC
Nt8UWWqa7uM,2019-10-03 21:17:17 UTC
lOXr4oSLcUQ,2019-10-03 14:54:21 UTC
f14FATY5dRs,2019-10-03 14:08:28 UTC
R5plH1AIago,2019-10-02 10:09:08 UTC
vJvsOJkIDI8,2019-10-02 10:00:10 UTC
SN0CvLhksbM,2019-10-01 19:41:44 UTC
XTrDsInQ-cE,2019-10-01 19:41:42 UTC
yy8qvVdjvwc,2019-09-30 07:07:24 UTC
 -SF_gf_l7O4,2019-09-29 18:47:22 UTC
nDiGIiSIk_A,2019-09-28 16:44:17 UTC
ZOfe2o5ewFE,2019-09-27 21:19:54 UTC
SFrqiTz1H1c,2019-09-27 05:45:37 UTC
VunZKXGhw5Y,2019-09-26 17:24:18 UTC
62KjyXr1Ubg,2019-09-26 06:55:33 UTC
UTTZnhoKVHk,2019-09-26 05:58:52 UTC
xgmOrKYjaFg,2019-09-25 13:52:07 UTC
KfpgXuFeVNI,2019-09-25 13:37:42 UTC
9nU6ckg2a1c,2019-09-25 13:35:55 UTC
x2gRYKXcFbA,2019-09-24 10:56:24 UTC
v_ejnuAy6Ck,2019-09-23 13:28:04 UTC
MjV7EDuL21M,2019-09-21 16:22:38 UTC
z_ttp6er_ig,2019-09-21 16:11:55 UTC
qUbzkReLT8E,2019-09-21 16:08:49 UTC
DyX-QZZBgpw,2019-09-20 08:50:45 UTC
AZUuGr5nr4I,2019-09-20 04:59:06 UTC
QK8Se8CvyHc,2019-09-17 15:02:09 UTC
AXRmPjHXArI,2019-09-14 20:46:14 UTC
Jk6UVm4-u4E,2019-09-14 20:45:00 UTC
JVAFyKXf6Nk,2019-09-14 20:43:15 UTC
j2qj01KI9hk,2019-09-14 20:41:55 UTC
lTA8IWZE20o,2019-09-14 20:41:39 UTC
qHMosKNAhbU,2019-09-14 20:41:20 UTC
M86oH_o8IUw,2019-09-14 20:39:14 UTC
dGfg3K5luFw,2019-09-14 20:35:37 UTC
maxlR2FTCs8,2019-09-14 20:34:28 UTC
3GbvMi6r_sI,2019-09-14 20:34:08 UTC
8tzryJyXCRA,2019-09-14 20:33:42 UTC
LRkNJmHfAs4,2019-09-14 19:59:37 UTC
5GhCaAkWuSo,2019-09-14 19:21:54 UTC
 -Wwe5OW_jPE,2019-09-14 09:03:37 UTC
O8hoKuLaqdY,2019-09-14 08:25:57 UTC
stqGjTWbM5Y,2019-09-13 15:54:58 UTC
wXRM4I40Xgw,2019-09-13 15:53:55 UTC
LsBMlONqcKA,2019-09-13 15:53:45 UTC
0NEmgA2FlO8,2019-09-13 05:37:24 UTC
NXN6ejswSR8,2019-09-12 19:32:13 UTC
xkVIqB8tw2A,2019-09-12 19:27:19 UTC
gyAtT0sJMBE,2019-09-12 12:28:21 UTC
Luh2mUIXsYc,2019-09-11 05:30:17 UTC
n5ptHumXFuQ,2019-09-10 20:14:25 UTC
Fb7-KxP4GTk,2019-09-10 20:14:17 UTC
DYo4cjukIUA,2019-09-09 22:32:05 UTC
wPt6WmrLEV4,2019-09-07 07:05:37 UTC
RZsDatvyKUo,2019-09-07 06:40:53 UTC
4Bj_kHfW838,2019-09-06 16:22:01 UTC
q7-7zBb7lbw,2019-09-06 10:54:06 UTC
iC33S3Ofgig,2019-09-06 10:27:41 UTC
v2fXJ3_TlYc,2019-09-06 10:27:22 UTC
gdC0x9cIMxs,2019-09-06 09:58:28 UTC
h-p7-wPUGNQ,2019-09-05 21:15:11 UTC
gNK_C78sBWY,2019-09-05 07:51:50 UTC
X9rTbh4a57o,2019-09-04 21:37:07 UTC
zTwCxitOqFE,2019-09-04 07:51:15 UTC
ocgwxtAVai0,2019-09-04 05:15:05 UTC
8Tx-8LxaA9A,2019-09-03 17:38:41 UTC
dz2UnciOIfI,2019-09-03 16:03:18 UTC
JhCW1Wg8Ghs,2019-09-03 09:40:07 UTC
ND6xYVB6Hi4,2019-08-30 19:15:51 UTC
Bcrkf8mjC-U,2019-08-30 13:56:49 UTC
2ARX0-AylFI,2019-08-30 13:56:34 UTC
cT3p6FVpB40,2019-08-30 11:51:27 UTC
qXUJSCZiU48,2019-08-29 19:51:49 UTC
DTYsrQswfIA,2019-08-28 20:43:54 UTC
KBXTnrD_Zs4,2019-08-28 18:46:05 UTC
CPV0tYV5I8I,2019-08-27 18:09:25 UTC
SgA7Eom0mIc,2019-08-20 16:31:42 UTC
BGr0NRx3TKU,2019-08-20 00:45:16 UTC
bj2_H1mvM4o,2019-08-19 19:18:46 UTC
JTnE3TBIYDs,2019-08-17 06:47:23 UTC
6hIlL8as9Hc,2019-08-16 16:38:28 UTC
8vCM5QisTJE,2019-08-16 16:16:38 UTC
xTzroxOBuok,2019-08-15 21:26:39 UTC
r-I1Gmi0afQ,2019-08-15 06:09:45 UTC
9IOlddFBK5M,2019-08-14 20:09:33 UTC
jXwx5Dn8ffI,2019-08-14 06:20:00 UTC
k46Q8W8lMUY,2019-08-09 12:36:36 UTC
1rEEgqtLG2s,2019-08-09 12:35:33 UTC
lW4Rrz2IMow,2019-08-09 12:35:19 UTC
oRTmohqWwE8,2019-08-09 12:34:48 UTC
afN9RVKhogY,2019-08-09 12:33:39 UTC
arsymEiCgsk,2019-08-09 12:33:04 UTC
sJn_QCpqSUE,2019-08-09 12:32:31 UTC
yKf4MtZ4RQA,2019-08-06 16:54:15 UTC
ENJwA9MVHz8,2019-08-03 16:30:26 UTC
nrHtaR0CsgY,2019-07-28 16:24:16 UTC
 -Uq9k6B-7h4,2019-07-28 15:57:15 UTC
w91_R-eZR3E,2019-07-28 00:08:43 UTC
Taz0pSxgeIo,2019-07-24 21:02:31 UTC
cHEIYcs7LRs,2019-07-24 16:02:11 UTC
sluqMkE9k_w,2019-07-24 12:41:37 UTC
LWPQwdY4ShE,2019-07-24 12:41:26 UTC
RLlom924fIk,2019-07-24 05:59:23 UTC
BngtKCRNg8o,2019-07-23 21:55:02 UTC
SPwq31sBYHQ,2019-07-23 12:16:43 UTC
OIOJXxJi1yo,2019-07-21 21:43:39 UTC
CbDCGI0pIZ8,2019-07-21 21:17:57 UTC
arUFS0HPyc8,2019-07-21 01:16:18 UTC
TNo6DBcD4Lc,2019-07-16 04:24:45 UTC
Z3SPxH89Tnk,2019-07-15 11:16:43 UTC
sZwYCgNkmFY,2019-07-11 00:59:21 UTC
J4wjakRLm2Q,2019-07-02 17:46:00 UTC
UfM_PYhcEZY,2019-06-29 07:25:58 UTC
tMEeXpPzOyw,2019-06-28 03:02:48 UTC
R7LxGtCxxsE,2019-06-28 02:33:50 UTC
xSNC5G6Wizw,2019-06-24 17:45:30 UTC
6P_9SqTvK50,2019-06-22 05:05:23 UTC
lvhaVjpYm_M,2019-06-22 05:05:08 UTC
mTcqVuNy8vM,2019-06-22 05:05:03 UTC
5gwK-FrvCSA,2019-06-22 05:04:44 UTC
rOpYUw2V4B0,2019-06-22 04:48:47 UTC
FW1b8EUQ0xQ,2019-06-21 00:39:00 UTC
p-qKr5ZkqUY,2019-06-21 00:24:38 UTC
vDUTcFCdPpw,2019-06-20 05:54:08 UTC
PvPobzDGYqk,2019-06-20 05:13:07 UTC
hamvx0huBzs,2019-06-17 08:46:48 UTC
djm6ttUAf18,2019-06-16 09:20:47 UTC
Pvr8ogIwudM,2019-06-15 11:32:55 UTC
vy7hablpAhg,2019-06-14 12:37:17 UTC
d8lnrAqH0mk,2019-06-13 18:28:34 UTC
7FZD9tDzPk8,2019-06-13 10:10:17 UTC
YuCJEPUrm10,2019-06-13 01:19:48 UTC
tIE2nJqSwM4,2019-06-11 02:23:36 UTC
gTmJJ8dBT9U,2019-06-11 02:23:32 UTC
pCJZg7pVtiI,2019-06-11 02:23:13 UTC
liHKeemjdbI,2019-06-11 02:23:08 UTC
lqAVld7USxs,2019-06-11 02:23:04 UTC
qsByyjx6PIc,2019-06-09 21:44:52 UTC
uTL2lM8-UzY,2019-06-09 14:26:36 UTC
3bnRzm2aNIU,2019-06-08 21:28:57 UTC
1JwfnCcEr4E,2019-06-07 19:57:46 UTC
b-c4OFOO9Ck,2019-06-07 19:57:25 UTC
ptqZ0llkQ0g,2019-06-06 00:38:27 UTC
OYKYXwuho7E,2019-06-05 09:27:56 UTC
YoQVCxVgKxo,2019-06-01 10:03:43 UTC
2i8hFXa52p8,2019-06-01 09:17:25 UTC
671KA-oKRh4,2019-05-29 13:25:41 UTC
2cQ3HETRWvI,2019-05-29 12:35:32 UTC
07QotusMZ9Y,2019-05-28 15:22:05 UTC
42o548Q1rwY,2019-05-28 12:11:44 UTC
G-r4vtzPvrM,2019-05-28 11:26:02 UTC
k7m6HP95EDM,2019-05-26 14:52:50 UTC
G0mncEl4nVU,2019-05-26 14:52:44 UTC
OpPD6isXCTU,2019-05-25 04:38:23 UTC
bkRnu-shFyw,2019-05-24 20:33:28 UTC
buIKFUFeCTU,2019-05-24 20:21:31 UTC
IvW7K2pvpkc,2019-05-24 19:53:56 UTC
bL4niefCyYo,2019-05-24 16:43:51 UTC
KZmJW88JPVM,2019-05-24 14:42:16 UTC
ZoAG01HqaMQ,2019-05-23 20:59:26 UTC
O3GftuAZBWM,2019-05-23 20:57:52 UTC
k0QMIV37SvQ,2019-05-23 20:51:39 UTC
ihNRr16Rsog,2019-05-23 20:51:25 UTC
jAhKOV3nImQ,2019-05-22 23:05:34 UTC
K_I9swb9ke8,2019-05-21 22:02:28 UTC
I8U6kjqLkJQ,2019-05-21 11:05:43 UTC
__VmWduNy28,2019-05-18 09:36:35 UTC
sI5xdv9o-H4,2019-05-17 08:17:44 UTC
jFZ0MFYup-o,2019-05-17 04:31:42 UTC
9_XDlIxAkFs,2019-05-16 19:10:06 UTC
UDuRhydFE4E,2019-05-16 17:39:05 UTC
RYdFpv9Ay7o,2019-05-13 20:44:54 UTC
Rq6990GC5jg,2019-05-13 20:13:42 UTC
3YBoAe9G7AQ,2019-05-13 09:07:43 UTC
AbKUa2Mvlhk,2019-05-13 07:07:37 UTC
Ov3Nq1WkUMI,2019-05-11 05:23:24 UTC
yKfGMzO1uoo,2019-05-10 20:35:37 UTC
tzZoLYNmgzg,2019-05-10 19:40:29 UTC
NG0-k5jKM-A,2019-05-10 18:50:16 UTC
npRcdl3f6iU,2019-05-08 20:40:38 UTC
mMvKUIqKB_Y,2019-05-07 01:02:13 UTC
_TsMh6Kum1E,2019-05-04 23:24:23 UTC
5he5DqvOZb8,2019-05-01 20:05:59 UTC
iaFYjUGD42g,2019-05-01 20:05:57 UTC
pdUKug8XahU,2019-04-27 22:11:18 UTC
swgNTR1jOvA,2019-04-16 19:54:46 UTC
Cghvt6ErYug,2019-04-13 04:58:56 UTC
uR3GCIjqIFs,2019-04-10 21:48:01 UTC
MdAGUNUFJZ0,2019-04-06 09:05:53 UTC
ORG2G16URgE,2019-04-06 05:18:16 UTC
kUopKcRLNGA,2019-04-03 07:29:35 UTC
u179fs7QuN8,2019-04-01 17:43:15 UTC
Gm4miiUY_PM,2019-03-29 06:28:50 UTC
ewzWEu46MPk,2019-03-29 06:28:26 UTC
DiEyNPsEDmU,2019-03-28 21:48:07 UTC
LgzqmVAVfU8,2019-03-28 20:11:28 UTC
Mmlv3ksJ2BA,2019-03-28 19:28:24 UTC
d9Gu1PspA3Y,2019-03-28 19:28:14 UTC
GNcqglTGYfs,2019-03-28 19:28:01 UTC
3SDDoS_mmds,2019-03-27 13:35:26 UTC
mC5gVXPcXMU,2019-03-25 17:41:38 UTC
pKECKwr87qM,2019-03-24 19:02:32 UTC
HzNyMUuQfmE,2019-03-24 13:17:45 UTC
mtSYriQ7BjM,2019-03-23 09:30:02 UTC
Z0w9CmSwRew,2019-03-22 19:14:52 UTC
0hXqHH7rZqo,2019-03-19 20:29:49 UTC
O3ki1FWkARo,2019-03-18 20:16:48 UTC
zXgD-KSb5ZM,2019-03-17 18:37:41 UTC
Neau6ttz6Bk,2019-03-17 18:37:30 UTC
cChru_ufYDY,2019-03-16 08:07:52 UTC
MewrXgDfvsM,2019-03-12 19:58:02 UTC
wg9c1pqbGCA,2019-03-12 19:54:26 UTC
BQLEW1c-69c,2019-03-12 15:56:10 UTC
LdCEsdzE2hQ,2019-03-10 21:21:43 UTC
Fo-bcmAr2Vg,2019-03-10 21:21:20 UTC
JQ_LQ0C4zfY,2019-03-10 21:20:05 UTC
vclEFBv_8_w,2019-03-09 23:15:30 UTC
RDfwwEKZJfs,2019-03-08 21:16:44 UTC
FsPn3-lBFlo,2019-03-05 18:42:36 UTC
bcPlODnbzUs,2019-03-05 09:10:33 UTC
XNCduE1j0kw,2019-03-03 23:07:00 UTC
IwkMc_Zizo0,2019-03-03 12:33:06 UTC
aqH2oksqRt0,2019-03-03 12:32:13 UTC
mqQ6vO3jtW4,2019-03-01 13:15:54 UTC
iqv7btFcIFo,2019-03-01 11:03:52 UTC
JeXp6ZWKVrA,2019-03-01 11:03:45 UTC
lcuzfMh2cmQ,2019-02-28 21:44:51 UTC
yrkSmLDsCsU,2019-02-27 20:23:21 UTC
_uqDrWt1Mg4,2019-02-27 20:09:00 UTC
d6c6uIyieoo,2019-02-25 10:56:00 UTC
WbhXZoyD_pI,2019-02-24 20:39:47 UTC
g0CxFUSuLsE,2019-02-22 23:18:55 UTC
ETOMQubayeY,2019-02-22 23:15:00 UTC
q_DHwcKbsAA,2019-02-22 23:14:06 UTC
yKuE-FQfD5s,2019-02-22 23:12:42 UTC
Uth10Gcurvk,2019-02-22 21:35:19 UTC
xGVqeMxcJDo,2019-02-22 21:35:10 UTC
9JylQZ5DpAA,2019-02-22 21:35:07 UTC
Eaie6Uom8v4,2019-02-22 21:34:59 UTC
5Kh7Msxz1Ts,2019-02-22 20:56:39 UTC
J0wvt701gMs,2019-02-22 20:40:32 UTC
_eL3-6YYWYE,2019-02-22 19:54:36 UTC
gykVfAmUqlI,2019-02-22 19:53:30 UTC
RKKQltIgeWI,2019-02-22 18:42:01 UTC
C4kuR1gyOeQ,2019-02-22 15:46:34 UTC
wWoP8VpbpYI,2019-02-21 20:40:07 UTC
X3-hOigoxHs,2019-02-21 20:17:33 UTC
DAD6Zsnlpl8,2019-02-20 23:10:14 UTC
yxsZXVtTIuU,2019-02-19 05:54:36 UTC
9nbuZPhXW8c,2019-02-18 22:22:33 UTC
kr_VMbGcQek,2019-02-18 21:03:14 UTC
1wZEODZGY24,2019-02-18 10:59:26 UTC
LGtdz2Zdm-E,2019-02-18 10:59:14 UTC
Ntyf5JWo8aM,2019-02-18 10:59:06 UTC
8YYMrynO7U4,2019-02-18 10:58:54 UTC
qdjakuMaW_c,2019-02-18 10:58:46 UTC
BtBE2GFGFFg,2019-02-18 10:58:39 UTC
RH8UZS-c0rs,2019-02-17 18:41:07 UTC
Fp_2eFYi4UE,2019-02-17 14:16:20 UTC
T4TEk8zW50M,2019-02-16 12:24:15 UTC
UFw_LxHvmdA,2019-02-15 18:44:51 UTC
Z8zxh-9lhy0,2019-02-15 05:40:17 UTC
bIlRbtMgRTc,2019-02-15 05:19:27 UTC
tmK43DV_wVY,2019-02-13 20:04:06 UTC
4_Rke2q_jJk,2019-02-13 17:04:32 UTC
4mxXdCUXSSs,2019-02-12 15:43:47 UTC
PrPBaocN77Y,2019-02-10 19:57:14 UTC
a4IX7zK56Ic,2019-02-10 13:31:28 UTC
3a1Y6UNE_gQ,2019-02-10 01:47:39 UTC
6KxQzAvO_0Q,2019-02-09 23:34:14 UTC
LMph2hAGj7k,2019-02-09 21:34:59 UTC
P0egBdJ2aeY,2019-02-08 18:01:54 UTC
JKP6xWes52Q,2019-02-07 22:30:44 UTC
3kD_QhYgIA4,2019-02-07 21:43:26 UTC
bAuo8sG6MtY,2019-02-06 11:02:01 UTC
itimk-h19OA,2019-02-04 20:49:32 UTC
UNd2PRlIrcg,2019-02-03 15:00:16 UTC
5gTTS9bpv3s,2019-02-03 15:00:14 UTC
tjiHufVEc7g,2019-02-01 14:05:38 UTC
IZhylvHiB2w,2019-02-01 07:04:33 UTC
NP-WIqc2pLE,2019-01-30 13:09:39 UTC
lzAhPhA3JGE,2019-01-29 16:48:41 UTC
LZcD341WO0U,2019-01-29 10:14:14 UTC
3QmU7DDqm2g,2019-01-29 10:13:44 UTC
LiWTCVU57rA,2019-01-27 22:43:43 UTC
LJ5DGi4LDjM,2019-01-24 17:57:37 UTC
U5Dap34PRyY,2019-01-24 12:14:41 UTC
nz-zBFVkOAY,2019-01-24 12:14:35 UTC
S62ggkvoVS0,2019-01-23 16:52:25 UTC
kGesLXV3PcU,2019-01-23 16:48:20 UTC
rXUIcK75JCg,2019-01-22 15:48:56 UTC
cH8RepWRM2Q,2019-01-22 06:24:25 UTC
UQDSYwI1qBw,2019-01-18 13:33:51 UTC
p0wl1NrIs3c,2019-01-18 06:53:28 UTC
in-4yNDm56M,2019-01-17 18:21:04 UTC
vvFeqL86JBk,2019-01-17 15:07:51 UTC
s_7yRpVu5n8,2019-01-17 15:07:32 UTC
EElFaj4ezUU,2019-01-17 15:07:16 UTC
vIeFt88Hm8s,2019-01-17 11:01:38 UTC
ycPr5-27vSI,2019-01-17 10:39:52 UTC
Y29DSA4KgnE,2019-01-17 10:25:28 UTC
lJlqtuvmisc,2019-01-17 09:07:53 UTC
ucvzGlwR44g,2019-01-16 17:34:41 UTC
